class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,cap_color_group,gill_color_group,stalk_surface_consistent,stalk_color_consistent
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,k,y,d,light,unusual,1,1
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,n,y,d,dark,dark,1,0
e,x,f,y,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d,warm,light,1,1
e,x,f,e,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,v,d,unusual,light,1,1
p,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,v,g,light,light,1,1
e,x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,k,s,g,light,dark,1,1
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,y,d,unusual,unusual,1,1
e,x,y,n,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,k,v,d,dark,light,1,1
e,x,f,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,a,g,light,dark,0,1
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,n,y,d,light,light,1,0
e,x,s,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,s,g,light,dark,1,1
e,x,y,e,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,n,y,d,unusual,light,1,0
e,x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,v,d,dark,unusual,1,0
e,x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,k,a,g,light,light,0,1
e,x,s,n,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,a,g,dark,dark,0,1
e,x,s,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,s,g,light,dark,1,1
e,x,s,n,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,s,g,dark,dark,0,1
e,f,f,e,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,n,y,d,unusual,dark,1,0
e,f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,a,g,light,dark,0,1
e,f,f,g,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,a,g,light,dark,1,1
e,x,y,e,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,v,d,unusual,light,1,1
e,x,f,e,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,y,d,unusual,light,1,0
e,x,y,g,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,v,d,light,unusual,1,1
e,x,f,e,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,k,y,d,unusual,light,1,0
e,f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,s,g,dark,dark,1,1
e,x,s,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,a,g,light,dark,1,1
e,x,s,w,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,a,g,light,dark,0,1
e,x,f,w,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,n,a,g,light,dark,1,1
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,n,v,d,unusual,unusual,1,0
e,x,f,n,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,y,d,dark,unusual,1,1
e,f,f,n,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,k,v,d,dark,light,1,0
e,f,f,w,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d,light,light,1,1
e,f,f,w,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g,light,dark,1,1
p,f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,g,light,dark,1,1
e,f,f,g,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,k,v,d,light,dark,1,1
e,x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,n,v,d,dark,light,1,0
e,x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,n,a,g,light,dark,1,1
e,x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,n,a,g,light,dark,1,1
e,x,s,n,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,a,g,dark,dark,1,1
e,x,f,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,a,g,dark,dark,1,1
e,x,s,g,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,a,g,light,dark,1,1
e,x,y,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,v,d,dark,light,1,1
e,x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,n,y,d,dark,unusual,1,1
e,f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,n,s,g,light,dark,1,1
e,f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,k,a,g,dark,dark,1,1
e,x,s,g,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,s,g,light,light,0,1
e,f,f,g,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,k,y,d,light,dark,1,0
e,x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,n,a,g,light,dark,1,1
e,f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,n,a,g,dark,dark,0,1
e,f,s,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,s,g,light,dark,0,1
e,x,f,g,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,n,s,g,light,dark,1,1
e,f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,n,a,g,dark,dark,1,1
e,f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,k,a,g,dark,light,1,1
e,x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,v,d,dark,light,1,0
e,f,s,g,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,a,g,light,dark,0,1
e,f,s,w,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,n,s,g,light,dark,1,1
e,x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,k,v,d,unusual,light,1,0
e,x,y,g,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,k,v,d,light,unusual,1,1
e,x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,k,v,d,unusual,dark,1,0
e,x,f,g,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,s,g,light,dark,1,1
e,f,f,g,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,a,g,light,light,0,1
e,f,y,y,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,n,y,g,warm,light,0,1
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,v,u,light,light,1,1
e,f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,k,a,g,dark,dark,1,1
e,f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,k,s,g,dark,dark,0,1
e,f,f,n,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,k,v,d,dark,light,1,0
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,y,d,unusual,unusual,1,0
e,f,f,g,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g,light,light,1,1
e,x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,k,s,g,dark,dark,0,1
e,x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,n,s,g,light,dark,1,1
e,x,y,e,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,n,v,d,unusual,light,1,0
e,f,f,n,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,k,v,d,dark,light,1,0
e,x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,k,s,g,dark,light,0,1
e,x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,k,a,g,dark,light,0,1
e,f,s,w,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,s,g,light,dark,0,1
e,f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,k,s,g,light,light,1,1
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,s,u,light,light,1,1
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,g,light,dark,1,1
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,n,v,d,dark,light,1,0
e,f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g,light,dark,1,1
e,x,f,n,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,n,s,g,dark,dark,0,1
e,x,s,n,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,n,s,g,dark,dark,0,1
e,f,s,w,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,rare,v,d,light,dark,1,1
e,x,f,w,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,a,g,light,dark,1,1
e,x,s,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,a,g,light,dark,0,1
e,x,s,g,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,k,s,g,light,dark,0,1
e,x,y,e,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,k,v,d,unusual,light,1,0
e,f,f,n,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,k,v,d,dark,dark,1,0
e,x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,k,v,d,dark,dark,1,1
e,f,f,w,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,s,g,light,dark,1,1
e,f,s,n,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,n,s,g,dark,dark,0,1
p,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u,light,dark,1,1
e,f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,n,s,g,dark,light,1,1
e,x,y,g,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,y,d,light,light,1,1
e,x,y,g,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,n,v,d,light,dark,1,1
e,x,f,g,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g,light,light,1,1
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,v,d,light,light,1,1
e,x,y,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,n,v,d,unusual,unusual,1,1
e,x,f,g,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,k,y,d,light,light,1,0
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,v,d,light,unusual,1,0
e,x,f,n,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,k,v,d,dark,light,1,0
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,g,light,light,1,1
e,x,f,n,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,s,g,dark,dark,1,1
e,x,y,n,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,v,d,dark,light,1,1
e,x,f,g,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,n,y,d,light,light,1,0
p,f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,s,g,dark,light,1,1
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,k,y,d,light,unusual,1,0
e,x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,s,g,light,dark,0,1
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,k,v,d,unusual,unusual,1,1
e,f,f,n,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,n,s,g,dark,dark,0,1
e,f,s,w,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,n,a,g,light,dark,1,1
e,f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,k,s,g,dark,light,1,1
e,x,y,e,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,n,v,d,unusual,light,1,0
e,f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,s,g,dark,dark,1,1
e,f,f,n,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,n,v,d,dark,dark,1,1
e,f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,s,g,light,dark,1,1
e,x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g,dark,dark,1,1
e,f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,n,s,g,dark,dark,0,1
p,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,v,u,dark,light,1,1
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,k,y,d,dark,light,1,1
e,f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,n,s,g,dark,dark,0,1
p,f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,g,light,dark,1,1
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,n,v,d,dark,dark,1,0
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,n,y,d,light,unusual,1,0
e,f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,n,a,g,dark,light,1,1
e,x,f,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,v,d,unusual,light,1,1
e,f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,s,g,light,light,1,1
e,x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,k,s,g,light,dark,1,1
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,m,light,dark,1,1
e,x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,s,g,light,light,0,1
e,x,y,g,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,n,v,d,light,unusual,1,0
e,x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,k,y,d,light,dark,1,0
e,x,s,g,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,n,a,g,light,dark,0,1
p,f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,u,light,dark,1,1
e,x,f,e,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,v,d,unusual,light,1,0
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,u,dark,dark,1,1
p,f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,v,g,dark,light,1,1
e,x,f,g,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,n,v,d,light,light,1,1
e,f,s,n,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,n,a,g,dark,dark,0,1
e,x,f,g,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,n,y,d,light,light,1,0
e,x,f,n,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,a,g,dark,dark,0,1
e,x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,n,y,d,dark,light,1,0
e,f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,s,g,dark,light,0,1
e,f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,k,a,g,dark,light,0,1
e,x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g,dark,dark,1,1
e,x,s,n,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,k,s,g,dark,dark,0,1
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,v,d,dark,light,1,1
e,x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,v,d,unusual,unusual,1,0
e,f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g,dark,dark,1,1
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,y,d,dark,light,1,1
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,v,u,light,light,1,1
e,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,s,g,warm,dark,0,1
p,f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,k,s,g,dark,light,1,1
e,f,f,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,n,s,g,light,dark,0,1
e,f,f,n,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,k,a,g,dark,dark,1,1
p,f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,v,g,dark,light,1,1
e,x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,n,a,g,dark,dark,1,1
e,x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,s,g,dark,dark,0,1
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,v,d,unusual,unusual,1,0
e,f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,a,g,dark,dark,1,1
e,x,f,w,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,n,s,g,light,dark,1,1
e,f,s,g,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,a,g,light,light,0,1
e,f,f,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,s,g,light,dark,0,1
e,f,s,y,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,warm,dark,1,1
e,f,f,w,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,light,dark,1,1
e,f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,n,a,g,dark,light,0,1
e,x,f,n,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,y,d,dark,unusual,1,1
e,x,y,g,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,k,y,d,light,dark,1,0
e,x,f,n,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,n,y,d,dark,unusual,1,0
e,x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,k,s,g,dark,dark,0,1
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,y,d,light,unusual,1,1
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,k,v,d,dark,dark,1,1
e,x,f,g,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,k,a,g,light,light,0,1
e,x,f,n,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,v,d,dark,dark,1,0
e,x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,k,a,g,dark,dark,1,1
e,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m,light,dark,1,1
e,x,y,e,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,k,v,d,unusual,unusual,1,0
e,f,s,n,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,n,s,g,dark,dark,0,1
e,x,f,e,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,k,y,d,unusual,light,1,1
e,f,y,n,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,y,d,dark,light,1,1
e,x,y,g,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,k,v,d,light,unusual,1,0
e,x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g,light,light,1,1
e,x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,k,s,g,dark,dark,0,1
e,x,f,g,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,n,a,g,light,light,1,1
e,x,s,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,a,g,light,dark,1,1
e,x,y,e,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,k,y,d,unusual,light,1,0
e,f,f,g,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,n,y,d,light,light,1,0
e,f,f,n,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,k,y,d,dark,dark,1,0
e,x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,n,s,g,dark,dark,1,1
e,f,s,n,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,n,s,g,dark,dark,0,1
e,x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,s,g,light,dark,1,1
e,x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,n,s,p,warm,light,0,1
e,x,f,e,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,n,v,d,unusual,unusual,1,0
e,x,f,n,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,s,g,dark,dark,0,1
e,x,y,n,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,k,v,d,dark,light,1,0
e,f,f,g,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,y,d,light,dark,1,0
e,x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,n,a,g,light,dark,0,1
e,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m,light,dark,1,1
e,x,s,n,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,s,g,dark,light,1,1
e,f,s,w,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g,light,light,1,1
e,f,f,n,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,v,d,dark,unusual,1,0
e,f,f,w,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,s,g,light,dark,1,1
e,x,f,g,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,n,v,d,light,unusual,1,0
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,n,y,d,dark,light,1,0
e,x,f,w,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,n,a,g,light,light,0,1
e,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,m,light,dark,1,1
e,f,s,g,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,n,s,g,light,dark,0,1
p,f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,g,dark,dark,1,1
e,f,f,g,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,s,g,light,light,0,1
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,n,v,d,dark,dark,1,0
e,x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,n,s,g,light,dark,0,1
e,x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,k,v,d,dark,unusual,1,0
e,x,y,e,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,n,v,d,unusual,light,1,1
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,v,u,dark,dark,1,1
e,f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g,light,light,1,1
e,x,f,g,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,k,y,d,light,dark,1,0
e,f,f,g,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,k,y,d,light,dark,1,0
e,x,f,g,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,k,v,d,light,dark,1,0
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,y,d,light,light,1,1
e,x,f,n,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,k,y,d,dark,unusual,1,0
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,n,v,u,light,light,1,1
e,x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,m,warm,dark,1,1
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,n,v,d,dark,dark,1,1
e,f,y,n,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,n,y,d,dark,light,1,1
e,x,s,g,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,n,s,g,light,dark,1,1
e,x,y,e,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,n,y,d,unusual,unusual,1,0
e,x,f,g,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,n,s,g,light,dark,0,1
e,f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,s,g,light,light,0,1
e,x,f,n,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,n,v,d,dark,dark,1,1
e,f,f,n,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,n,v,d,dark,unusual,1,0
e,f,f,g,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,s,g,light,dark,0,1
e,f,f,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,s,g,light,dark,1,1
e,f,f,n,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,n,s,g,dark,dark,1,1
e,x,f,g,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,k,y,d,light,light,1,0
e,x,f,e,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,n,y,d,unusual,dark,1,0
p,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,k,s,u,dark,light,1,1
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,v,d,light,light,1,1
e,x,s,w,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,n,a,g,light,dark,0,1
e,b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m,light,light,1,1
e,x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,n,s,g,light,dark,1,1
e,f,f,n,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,s,g,dark,dark,1,1
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,k,y,d,light,light,1,0
e,f,f,g,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,v,d,light,dark,1,1
e,x,f,g,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,k,s,g,light,light,0,1
p,x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,g,light,dark,1,1
e,x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,n,a,g,dark,dark,1,1
e,x,y,g,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,k,y,d,light,light,1,0
e,f,f,g,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,n,v,d,light,light,1,1
e,x,y,n,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,n,v,d,dark,light,1,0
e,x,f,e,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,n,y,d,unusual,light,1,0
e,f,f,n,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,n,y,d,dark,light,1,0
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,k,y,d,unusual,unusual,1,1
e,f,f,n,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,n,v,d,dark,light,1,1
e,x,y,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,y,d,unusual,unusual,1,1
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,k,v,d,light,light,1,0
e,f,f,g,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,k,v,d,light,light,1,1
e,x,f,e,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,k,v,d,unusual,light,1,0
e,x,y,e,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,n,v,d,unusual,unusual,1,0
